cfg_application,cfg_client_maxrate_kbit,cfg_delay,cfg_run_id,cfg_server_maxrate_kbit,cfg_study_id,cfg_time_limit,webdlc_content_size,webdlc_file_cnt,webdlc_max,webdlc_mean,webdlc_mean_mos,webdlc_median,webdlc_min,webdlc_std,webdlc_std_mos
webdlclient,3500,200,20180322_010508_a7a2,3500,vagrant,900,10485760,33,26.3241794109,26.3055699016,4.11676860665,26.3104262352,26.2851529121,0.0122701292468,0.000783756444135
webdlclient,1750,180,20180321_013446_90fd,1750,vagrant,900,10485760,16,50.6733043194,50.6660888046,3.01556854607,50.6660108566,50.6589012146,0.00684434610732,0.000226946687657
webdlclient,3500,160,20180322_033642_a0c1,3500,vagrant,900,10485760,34,25.6495063305,25.643906951,4.15956592571,25.6437703371,25.6427297592,0.00116079132089,7.60403789425e-05
webdlclient,500,60,20180323_012021_4739,500,vagrant,900,10485760,4,176.018314838,176.01265949,1.0,176.01190424,176.008514643,0.00369817983883,0.0
webdlclient,3500,20,20180322_012018_9879,3500,vagrant,900,10485760,34,25.1190619469,25.1150827688,4.19457281338,25.1149741411,25.1112208366,0.00343055026502,0.000229476454989
webdlclient,500,220,20180323_003448_0bb3,500,vagrant,900,10485760,4,176.308932066,176.307076991,1.0,176.30686152,176.305652857,0.00124668363009,0.0
webdlclient,1750,0,20180320_223252_2690,1750,vagrant,900,10485760,16,50.1795761585,50.1615264863,3.03238282378,50.1616256237,50.1481814384,0.00673829399775,0.000225672978568
webdlclient,4750,40,20180322_183102_36c1,4750,vagrant,900,10485760,47,18.5742137432,18.573438269,4.70148938331,18.5733866692,18.5728428364,0.000256926881346,2.32394243331e-05
webdlclient,250,180,20180321_144340_3e6a,250,vagrant,900,10485760,1,353.066790342,353.066790342,1.0,353.066790342,353.066790342,0.0,0.0
webdlclient,1250,220,20180320_164409_57f3,1250,vagrant,900,10485760,11,71.0201337337,71.0108486956,2.44844113275,71.0111477375,70.9912011623,0.00697181727381,0.000164955460746
webdlclient,3250,120,20180321_234921_7922,3250,vagrant,900,10485760,31,27.3774485588,27.3712837696,4.05004936846,27.3706786633,27.3699519634,0.00200256495869,0.000122902071659
webdlclient,2250,40,20180321_062254_d43e,2250,vagrant,900,10485760,22,39.0847969055,39.0837900964,3.45161088693,39.0837626457,39.0822191238,0.00052427024457,2.25356286465e-05
webdlclient,1250,240,20180320_165919_ca4d,1250,vagrant,900,10485760,11,70.9067497253,70.9044773362,2.45095958814,70.9061479568,70.8869309425,0.00555869118302,0.000131721389947
webdlclient,250,0,20180321_114118_fafb,250,vagrant,900,10485760,1,352.821978092,352.821978092,1.0,352.821978092,352.821978092,0.0,0.0
webdlclient,250,40,20180321_125718_d349,250,vagrant,900,10485760,1,352.83755517,352.83755517,1.0,352.83755517,352.83755517,0.0,0.0
webdlclient,1500,0,20180320_191547_1494,1500,vagrant,900,10485760,14,58.5377659798,58.5280455521,2.7732298491,58.5219410658,58.5210418701,0.00754187364037,0.000216478687641
webdlclient,1000,40,20180320_135722_cf59,1000,vagrant,900,10485760,9,87.8928067684,87.8925727738,2.09012628793,87.892591238,87.8922643661,0.000169896212956,3.24743888606e-06
webdlclient,1500,200,20180320_193056_3811,1500,vagrant,900,10485760,14,59.0751726627,59.0737722261,2.75763777761,59.0748949051,59.0589909554,0.00410317543409,0.000116703724137
webdlclient,750,0,20180323_030634_064e,750,vagrant,900,10485760,6,117.178118944,117.161094069,1.60723625132,117.161628127,117.143998146,0.0163722454374,0.000234765485202
webdlclient,5000,40,20180322_214804_de49,5000,vagrant,900,10485760,50,17.6524505615,17.6516885138,4.78700317353,17.6519360542,17.647097826,0.000780268506982,7.4269093969e-05
webdlclient,750,60,20180323_043734_7227,750,vagrant,900,10485760,6,117.232627869,117.232273817,1.606215882,117.232292414,117.231839657,0.000269811014129,3.8665345444e-06
webdlclient,4500,20,20180322_142832_dfc2,4500,vagrant,900,10485760,45,19.5493941307,19.5444241206,4.61588075174,19.5435657501,19.5426735878,0.00210549937171,0.000180969502144
webdlclient,3500,140,20180322_032132_a637,3500,vagrant,900,10485760,34,25.5345516205,25.5340036925,4.16678144956,25.5340023041,25.5333452225,0.000324929750427,2.13786631725e-05
webdlclient,1000,20,20180320_131152_9c88,1000,vagrant,900,10485760,9,87.9012744427,87.8695086373,2.09056722637,87.8771605492,87.8529789448,0.0157769237554,0.000301629212401
webdlclient,4750,160,20180322_200157_f635,4750,vagrant,900,10485760,45,19.3100342751,19.1968491501,4.64603666643,19.1610119343,19.1436860561,0.0670176440577,0.00585452973271
webdlclient,5000,220,20180322_211743_854d,5000,vagrant,900,10485760,46,19.2591948509,18.9312555323,4.66962448773,19.1659545898,18.6129891872,0.286336073876,0.0254423027077
webdlclient,1500,100,20180320_211703_40ba,1500,vagrant,900,10485760,14,58.7357530594,58.7341332265,2.76732465038,58.7351924181,58.7195923328,0.00404249211503,0.000115642436867
webdlclient,4500,100,20180322_155927_521f,4500,vagrant,900,10485760,44,19.8269667625,19.8253047412,4.59190864841,19.8254206181,19.8197376728,0.000935623186531,7.92935882209e-05
webdlclient,3000,20,20180321_184613_eeb0,3000,vagrant,900,10485760,29,29.2965378761,29.2936388049,3.93601776304,29.2958199978,29.2878267765,0.00362878412333,0.000208122443427
webdlclient,4750,80,20180322_190120_d802,4750,vagrant,900,10485760,47,18.7265303135,18.724032747,4.68792277496,18.7240579128,18.7231707573,0.000473588797647,4.24909242741e-05
webdlclient,3750,220,20180322_045228_15f4,3750,vagrant,900,10485760,35,24.8866479397,24.8378153256,4.21322311293,24.8364610672,24.8270606995,0.0115844482501,0.00078298162303
webdlclient,1500,220,20180320_200115_def0,1500,vagrant,900,10485760,14,59.171309948,59.1567063332,2.7552808766,59.1550517082,59.1389739513,0.00748455511493,0.000212553870248
webdlclient,1500,120,20180320_213213_3aff,1500,vagrant,900,10485760,14,58.7954316139,58.7950768811,2.7655823502,58.7950809002,58.7945530415,0.000212911888517,6.08371198387e-06
webdlclient,2250,240,20180321_060743_090c,2250,vagrant,900,10485760,21,39.8322041035,39.8312376113,3.41978553206,39.8312768936,39.8306589127,0.000347547166021,1.4658787688e-05
webdlclient,4000,240,20180322_082447_c010,4000,vagrant,900,10485760,37,23.6411530972,23.230982091,4.32570237272,23.0385529995,23.0342888832,0.278757498039,0.0200696897791
webdlclient,2000,100,20180321_035117_e44b,2000,vagrant,900,10485760,19,44.11891675,44.1183388108,3.24804908937,44.1182558537,44.1180479527,0.000278403150285,1.06014054419e-05
webdlclient,1750,220,20180320_231820_538d,1750,vagrant,900,10485760,16,51.1384177208,51.0969128311,3.00134372671,51.0827809572,51.0812056065,0.0238534479464,0.000784066294512
webdlclient,3250,200,20180321_214806_0ac3,3250,vagrant,900,10485760,31,27.8642177582,27.8462125409,4.02114915019,27.8476045132,27.8327760696,0.00656288923398,0.000395963709858
webdlclient,2250,0,20180321_050705_d35e,2250,vagrant,900,10485760,22,39.0138981342,39.0061698285,3.45495069564,39.0043269396,39.000177145,0.00560493674766,0.000241400200884
webdlclient,4500,220,20180322_144340_dee8,4500,vagrant,900,10485760,42,21.0538389683,20.662827276,4.52249582187,20.5224916935,20.5147719383,0.227146326658,0.0183723943684
webdlclient,1000,80,20180320_142741_de00,1000,vagrant,900,10485760,9,87.9808492661,87.9761075974,2.08853034235,87.9764211178,87.9727976322,0.00312281231527,5.96333581237e-05
webdlclient,2750,60,20180321_162949_10da,2750,vagrant,900,10485760,27,32.0438218117,32.0432023825,3.78529708797,32.0432085991,32.0422854424,0.000290728702061,1.52427211362e-05
webdlclient,4750,120,20180322_193138_8c4a,4750,vagrant,900,10485760,46,18.9043567181,18.903524829,4.67189468375,18.9036507607,18.8983840942,0.000859602007216,7.64028207329e-05
webdlclient,2250,200,20180321_052214_e7ca,2250,vagrant,900,10485760,21,39.6462242603,39.6455818926,3.42763441622,39.6455788612,39.6448955536,0.000341466912414,1.44698322779e-05
webdlclient,4250,120,20180322_125735_f183,4250,vagrant,900,10485760,41,21.0574400425,21.0547433539,4.49082853538,21.0547275543,21.0538487434,0.000612530427788,4.88733131847e-05
webdlclient,750,120,20180323_052304_6deb,750,vagrant,900,10485760,6,117.352606773,117.346976797,1.60457294053,117.352294683,117.320113897,0.0120140805898,0.000172015539424
webdlclient,5000,120,20180322_224839_33c7,5000,vagrant,900,10485760,49,18.015352726,18.0059086498,4.75362414666,18.0091402531,17.9968276024,0.00567414809403,0.000529416281297
webdlclient,1750,40,20180320_234840_2d13,1750,vagrant,900,10485760,16,50.2374966145,50.2344582975,3.02994198221,50.2369847298,50.2093307972,0.00725085884496,0.000242540260623
webdlclient,3500,40,20180322_020546_4392,3500,vagrant,900,10485760,34,25.1590723991,25.1583407977,4.19168166947,25.1585117579,25.1515741348,0.00121341905169,8.10384585458e-05
webdlclient,1750,100,20180321_003408_ddae,1750,vagrant,900,10485760,16,50.3902509212,50.3894090801,3.02476789365,50.3893444538,50.3891477585,0.000261611276875,8.72216346732e-06
webdlclient,1250,120,20180320_181507_de3a,1250,vagrant,900,10485760,11,70.4994442463,70.4990339062,2.46059366948,70.4990217686,70.4987626076,0.000220267272534,5.24898822494e-06
webdlclient,4750,140,20180322_194648_0bc5,4750,vagrant,900,10485760,46,19.0564243793,19.041305656,4.65969436976,19.0427868366,19.0296916962,0.0088162348163,0.000777865026502
webdlclient,500,200,20180323_000427_bbe8,500,vagrant,900,10485760,4,176.264103889,176.263343096,1.0,176.263236165,176.262796164,0.000487214097857,0.0
webdlclient,4000,180,20180322_102602_c34c,4000,vagrant,900,10485760,38,22.6930012703,22.6822220275,4.3657432474,22.6844960451,22.6730127335,0.00693171417936,0.000513410865319
webdlclient,5000,180,20180322_233408_223f,5000,vagrant,900,10485760,47,18.7466738224,18.7440786159,4.68612515742,18.7454562187,18.7366111279,0.00300994154496,0.000269807528889
webdlclient,3250,0,20180321_213257_1dfc,3250,vagrant,900,10485760,32,27.0123400688,27.0011741221,4.07292102935,27.0007938147,26.9935288429,0.00407576695723,0.000253573685717
webdlclient,3000,180,20180321_211747_8b36,3000,vagrant,900,10485760,29,29.8778600693,29.869938612,3.90328767469,29.8699798584,29.8620386124,0.00209777254608,0.000117986729917
webdlclient,4000,140,20180322_095543_8a1d,4000,vagrant,900,10485760,39,22.448230505,22.4406097424,4.38373461873,22.4404358864,22.4395492077,0.00129070512175,9.66131753922e-05
webdlclient,2250,120,20180321_072329_3ad7,2250,vagrant,900,10485760,21,39.3253583908,39.3250528404,3.44127218841,39.3250944614,39.3247361183,0.000186934481174,7.98600285339e-06
webdlclient,4250,220,20180322_112639_97a8,4250,vagrant,900,10485760,40,22.0964071751,21.7319826484,4.43769002511,21.6546820402,21.6482977867,0.166489650526,0.0127872192778
webdlclient,250,140,20180321_141316_1227,250,vagrant,900,10485760,1,353.044349432,353.044349432,1.0,353.044349432,353.044349432,0.0,0.0
webdlclient,500,100,20180323_015041_157e,500,vagrant,900,10485760,4,176.070513725,176.068517387,1.0,176.069001913,176.065551996,0.00192135071891,0.0
webdlclient,4500,160,20180322_164456_62af,4500,vagrant,900,10485760,43,20.2982885838,20.1885648495,4.56141017592,20.1654045582,20.1566376686,0.0523814821468,0.00435022401013
webdlclient,1000,240,20180320_134211_7059,1000,vagrant,900,10485760,9,88.4130158424,88.4127865103,2.08021210703,88.4129118919,88.4119501114,0.000309416869449,5.87949167435e-06
webdlclient,2250,100,20180321_070820_62e5,2250,vagrant,900,10485760,21,39.2521560192,39.2514158203,3.44442097411,39.2513151169,39.2511951923,0.000252077224746,1.0789089788e-05
webdlclient,1000,120,20180320_145800_cc09,1000,vagrant,900,10485760,9,88.054359436,88.0511670907,2.08709761553,88.0540270805,88.029718399,0.00759779007639,0.000144979799612
webdlclient,4750,240,20180322_181552_e588,4750,vagrant,900,10485760,45,19.5423157215,19.5409703414,4.61617764874,19.5409257412,19.5391016006,0.000471001397694,4.04938094127e-05
webdlclient,1000,200,20180320_125641_a566,1000,vagrant,900,10485760,9,88.2943758965,88.2911221716,2.08252554386,88.2938907146,88.269764185,0.0075664352061,0.000143988985952
webdlclient,1750,120,20180321_004917_833c,1750,vagrant,900,10485760,16,50.4493763447,50.4405741692,3.02306291228,50.435539484,50.4351427555,0.0066529480066,0.000221579011977
webdlclient,1000,160,20180320_152820_5894,1000,vagrant,900,10485760,9,88.1747677326,88.1741384135,2.08475297603,88.1740813255,88.1735007763,0.000323837092927,6.17013471936e-06
webdlclient,3750,0,20180322_040701_d3d9,3750,vagrant,900,10485760,37,23.4078993797,23.4013745978,4.31330480391,23.4018909931,23.3951318264,0.00223447666514,0.00016042058162
webdlclient,2750,200,20180321_151400_e3d2,2750,vagrant,900,10485760,26,32.6219675541,32.6129824748,3.75568645854,32.6122919321,32.6112139225,0.00259911346749,0.000133873897645
webdlclient,3500,120,20180322_030623_23cb,3500,vagrant,900,10485760,34,25.4840519428,25.4737704712,4.17074918453,25.4716193676,25.468875885,0.0049514796203,0.000326526034841
webdlclient,4250,80,20180322_122717_1b79,4250,vagrant,900,10485760,42,20.8875916004,20.8870486475,4.50426280157,20.887124896,20.8858027458,0.000385957309321,3.10438362825e-05
webdlclient,5000,240,20180322_213253_4f82,5000,vagrant,900,10485760,45,19.4041707516,19.3438232316,4.63321466095,19.3574869633,19.3029048443,0.0263807005567,0.00229134464953
webdlclient,4250,240,20180322_114149_3766,4250,vagrant,900,10485760,39,22.3837327957,22.338727248,4.39138021739,22.3359513283,22.309486866,0.0228053312438,0.00171472534151
webdlclient,3750,100,20180322_060815_6202,3750,vagrant,900,10485760,37,23.7076947689,23.7071895922,4.29149235465,23.7072887421,23.7060482502,0.000383717225231,2.7192211651e-05
webdlclient,750,80,20180323_045244_34a6,750,vagrant,900,10485760,6,117.272701502,117.272440275,1.60564037417,117.272444606,117.272164822,0.000205326650006,2.94143093544e-06
webdlclient,3500,0,20180322_004959_0488,3500,vagrant,900,10485760,34,25.0841150284,25.0736052709,4.19734961818,25.0730054379,25.0668132305,0.00286795111013,0.000192140627871
webdlclient,2500,40,20180321_094003_7c85,2500,vagrant,900,10485760,24,35.190009594,35.1844860812,3.62818318501,35.1847330332,35.1749305725,0.00228064653368,0.000108905748326
webdlclient,2250,60,20180321_063803_6108,2250,vagrant,900,10485760,22,39.131809473,39.1308762594,3.44958812927,39.1313202381,39.1204483509,0.00228147886172,9.79627443148e-05
webdlclient,250,160,20180321_142828_f542,250,vagrant,900,10485760,1,353.050130606,353.050130606,1.0,353.050130606,353.050130606,0.0,0.0
webdlclient,2750,120,20180321_171516_b524,2750,vagrant,900,10485760,26,32.2653999329,32.2573446861,3.77410712823,32.2567418814,32.2558312416,0.00228701107271,0.000119097285798
webdlclient,1500,140,20180320_214722_047b,1500,vagrant,900,10485760,14,58.8559055328,58.8554223435,2.76385893405,58.8553687334,58.8549897671,0.000275888056642,7.87508722912e-06
webdlclient,3000,100,20180321_201709_20e0,3000,vagrant,900,10485760,29,29.5372307301,29.5299680315,3.92251857179,29.5297858715,29.5289881229,0.00141410965777,8.04417013304e-05
webdlclient,500,40,20180323_010511_798f,500,vagrant,900,10485760,4,175.988105774,175.976946592,1.0,175.974765301,175.970149994,0.00722516883819,0.0
webdlclient,3000,120,20180321_203218_1b81,3000,vagrant,900,10485760,29,29.6179976463,29.6107475182,3.91792919135,29.6105430126,29.6096632481,0.00142412616909,8.07907049178e-05
webdlclient,750,20,20180323_033654_0865,750,vagrant,900,10485760,6,117.217399359,117.195602973,1.60674149099,117.185204268,117.184264183,0.0153241131255,0.000219661166992
webdlclient,3000,0,20180321_181554_811c,3000,vagrant,900,10485760,29,29.2623231411,29.2520818381,3.93840276558,29.2511594296,29.2438418865,0.00420371847021,0.000241419445615
webdlclient,3750,180,20180322_070853_0548,3750,vagrant,900,10485760,36,24.2161149979,24.1770619816,4.25852229084,24.196737051,24.1204133034,0.0330214241211,0.002295740591
webdlclient,4250,0,20180322_104112_d9dd,4250,vagrant,900,10485760,42,20.6530847549,20.6490843466,4.52351277187,20.6503275633,20.644456625,0.00256774866948,0.000208921512246
webdlclient,1250,60,20180320_172939_865a,1250,vagrant,900,10485760,11,70.3549654484,70.3528346148,2.46408123811,70.3545362949,70.3349769115,0.00565021880566,0.000134940553435
webdlclient,250,80,20180321_132741_26e8,250,vagrant,900,10485760,1,352.91870904,352.91870904,1.0,352.91870904,352.91870904,0.0,0.0
webdlclient,2000,200,20180321_020510_12f2,2000,vagrant,900,10485760,19,44.5107357502,44.498927154,3.23361867208,44.4989655018,44.4867165089,0.0039013637664,0.000147291992861
webdlclient,4000,160,20180322_101052_856e,4000,vagrant,900,10485760,38,22.6033699512,22.5975974547,4.37202277755,22.5969091654,22.5905561447,0.00294994553456,0.000219305246628
webdlclient,4250,100,20180322_124226_fe70,4250,vagrant,900,10485760,41,21.0192301273,20.9854453133,4.49636725888,20.9823577404,20.981374979,0.00960025275528,0.000768017541224
webdlclient,2750,240,20180321_155929_bf01,2750,vagrant,900,10485760,26,32.9431443214,32.9242120431,3.73973004498,32.9225895405,32.9219434261,0.00439662423168,0.000224294807827
webdlclient,4000,60,20180322_085506_4258,4000,vagrant,900,10485760,39,22.0932028294,22.0916932913,4.41006119698,22.0917160511,22.0904743671,0.000475658285615,3.61722115624e-05
webdlclient,4750,100,20180322_191629_1556,4750,vagrant,900,10485760,46,18.8045763969,18.8038746689,4.68077424873,18.8039829731,18.799176693,0.000761865993207,6.8074656945e-05
webdlclient,500,20,20180323_001938_29d2,500,vagrant,900,10485760,4,175.941057205,175.936101258,1.0,175.935934424,175.931478977,0.00435702520643,0.0
webdlclient,5000,60,20180322_220312_1486,5000,vagrant,900,10485760,49,17.7252547741,17.7238064931,4.78015333404,17.7246527672,17.7193133831,0.00190100912058,0.000180207694176
webdlclient,750,240,20180323_040714_b747,750,vagrant,900,10485760,6,117.672990799,117.67281723,1.5999144962,117.672786832,117.67270422,0.000109195101901,1.55896442678e-06
webdlclient,250,60,20180321_131230_26ca,250,vagrant,900,10485760,1,352.937427998,352.937427998,1.0,352.937427998,352.937427998,0.0,0.0
webdlclient,4500,80,20180322_154418_3943,4500,vagrant,900,10485760,44,19.8293941021,19.7622187463,4.59726463891,19.7529518604,19.7459816933,0.0268648012789,0.00228100022434
webdlclient,3000,220,20180321_190122_d990,3000,vagrant,900,10485760,28,30.6934304237,30.6143392835,3.86193359967,30.604065299,30.5855374336,0.0276636962337,0.0015167897052
webdlclient,2000,120,20180321_040626_d51d,2000,vagrant,900,10485760,19,44.1894872189,44.178963749,3.24574211533,44.1785230637,44.1775486469,0.00252976323262,9.61893571825e-05
webdlclient,750,200,20180323_032143_da0b,750,vagrant,900,10485760,6,117.553488255,117.553288619,1.60162185843,117.553312421,117.553028345,0.000144283015089,2.06200561037e-06
webdlclient,1000,180,20180320_154330_007e,1000,vagrant,900,10485760,9,88.2335488796,88.2331505881,2.08362898101,88.2332274914,88.2325203419,0.000311073302765,5.92298599306e-06
webdlclient,4250,20,20180322_111130_12a9,4250,vagrant,900,10485760,42,20.695892334,20.6911584025,4.52009312912,20.6897820234,20.6892063618,0.00260897108095,0.000211818920628
webdlclient,3500,60,20180322_022055_33c8,3500,vagrant,900,10485760,34,25.2191739082,25.2186128182,4.18766169283,25.2186754942,25.2179450989,0.000323740413943,2.15668051681e-05
webdlclient,1750,20,20180320_230311_3d93,1750,vagrant,900,10485760,16,50.2003474236,50.1974699795,3.03117942749,50.1973385811,50.1965975761,0.000766954015241,2.56676537002e-05
webdlclient,1750,80,20180321_001859_45ee,1750,vagrant,900,10485760,16,50.3303894997,50.323979035,3.02695078654,50.3297630548,50.3160018921,0.0068290781529,0.000227983692101
webdlclient,3750,120,20180322_062324_072a,3750,vagrant,900,10485760,36,23.7879290581,23.7871271835,4.2858371415,23.7873528004,23.780908823,0.00110654080485,7.81599322633e-05
webdlclient,1500,20,20180320_194606_0b18,1500,vagrant,900,10485760,14,58.5861442089,58.5720789603,2.77196637312,58.5700875521,58.5698456764,0.004932088351,0.000141452388843
webdlclient,500,120,20180323_020551_a1c6,500,vagrant,900,10485760,4,176.109173536,176.102885008,1.0,176.101897717,176.098571062,0.0039291781525,0.0
webdlclient,2250,80,20180321_065311_8dfb,2250,vagrant,900,10485760,21,39.1920990944,39.1913731439,3.44699282852,39.1912894249,39.1909668446,0.000272043208478,1.16615079924e-05
webdlclient,250,240,20180321_124206_8793,250,vagrant,900,10485760,1,353.178174019,353.178174019,1.0,353.178174019,353.178174019,0.0,0.0
webdlclient,3500,100,20180322_025113_125e,3500,vagrant,900,10485760,34,25.430406332,25.383853162,4.17668984957,25.3803020716,25.3727636337,0.0104586442205,0.000691829202055
webdlclient,1750,160,20180321_011936_7c85,1750,vagrant,900,10485760,16,50.5932171345,50.5859907866,3.01822655983,50.5862215757,50.5786700249,0.00688710488559,0.000228726141053
webdlclient,250,20,20180321_121141_912a,250,vagrant,900,10485760,1,352.838802814,352.838802814,1.0,352.838802814,352.838802814,0.0,0.0
webdlclient,2500,20,20180321_085434_4bd2,2500,vagrant,900,10485760,24,35.1543328762,35.1455460886,3.63004353507,35.1448197365,35.143723011,0.00266626531677,0.000127436593452
webdlclient,4250,200,20180322_105620_7136,4250,vagrant,900,10485760,39,22.0078911781,21.9764912373,4.41884497418,21.9761080742,21.9641842842,0.00835531134631,0.000638532322012
webdlclient,4500,200,20180322_141322_d4b4,4500,vagrant,900,10485760,42,20.7573647499,20.7324368216,4.51674506918,20.7306898832,20.7218010426,0.00956702460454,0.00077508573831
webdlclient,2000,0,20180321_014956_fba4,2000,vagrant,900,10485760,19,43.899980545,43.8859121549,3.25692317568,43.8870611191,43.8737158775,0.00711317439483,0.000272305373151
webdlclient,2000,20,20180321_022020_3c9e,2000,vagrant,900,10485760,19,43.929895401,43.9241401396,3.25546039636,43.9285607338,43.9166316986,0.00570979758294,0.000218390918321
webdlclient,1750,200,20180320_224801_116e,1750,vagrant,900,10485760,16,51.0422606468,51.0365537852,3.00332924444,51.0362381935,51.0351691246,0.00156047246,5.13646664508e-05
webdlclient,1500,180,20180320_221742_71a4,1500,vagrant,900,10485760,14,58.9956791401,58.9952929871,2.7598711298,58.9952996969,58.9948985577,0.000265521095012,7.56120381047e-06
webdlclient,750,140,20180323_053814_7839,750,vagrant,900,10485760,6,117.424452782,117.397519231,1.60384950473,117.392196417,117.391923428,0.0120459154056,0.000172365494968
webdlclient,5000,140,20180322_230348_fc7e,5000,vagrant,900,10485760,48,18.1855611801,18.1702791005,4.73835744839,18.1696711779,18.165907383,0.00253165584583,0.000233998441906
webdlclient,4500,180,20180322_170005_20a0,4500,vagrant,900,10485760,43,20.4705591202,20.4646274489,4.53858752804,20.4635024071,20.4626703262,0.00214549097533,0.000176117776232
webdlclient,4250,140,20180322_131245_e3bb,4250,vagrant,900,10485760,41,21.2907729149,21.2267229324,4.47716670153,21.1843593121,21.1702592373,0.0518911584566,0.00410669592218
webdlclient,2250,220,20180321_055233_2e5d,2250,vagrant,900,10485760,21,39.7379245758,39.7309387979,3.42402126964,39.7310597897,39.7207417488,0.0027246643607,0.000115217552431
